#                   T = 2.00                    
#          r [Å]            g(r)           Δg(r)
  9.57500000E+01  9.98840422E-01  9.02188838E-04
  9.60000000E+01  9.98491333E-01  9.54311182E-04
  9.62500000E+01  9.98578135E-01  8.80277229E-04
  9.65000000E+01  9.98837730E-01  6.53655051E-04
  9.67500000E+01  9.99155651E-01  3.48543890E-04
  9.70000000E+01  1.00001460E+00  2.43853990E-04
  9.72500000E+01  1.00022810E+00  5.00635985E-04
  9.75000000E+01  1.00047764E+00  7.65549887E-04
  9.77500000E+01  1.00054550E+00  9.51102996E-04
  9.80000000E+01  1.00067056E+00  9.56244699E-04
  9.82500000E+01  1.00019108E+00  8.31492616E-04
  9.85000000E+01  1.00019287E+00  5.85754582E-04
  9.87500000E+01  9.99889890E-01  2.76794328E-04
  9.90000000E+01  9.99646791E-01  2.30341615E-04
  9.92500000E+01  9.99467482E-01  5.36941930E-04
  9.95000000E+01  9.98648962E-01  7.96452356E-04
  9.97500000E+01  9.98405164E-01  9.58321066E-04
